,P(mm),Tavg(C),Tmax(C),Tmin(C)
5/13/1951,6.8,3.716666667,6.516666667,0.413333333
5/14/1951,3.533333333,2.776666667,5.576666667,-1.1
5/15/1951,16.2,2.223333333,4.706666667,-0.32
5/16/1951,1.666666667,0.836666667,4.803333333,-2.933333333
5/17/1951,0,1.323333333,7.13,-4.09
5/18/1951,0,6.666666667,9.52,2.65
5/19/1951,12.43333333,4.28,4.226666667,2.086666667
5/20/1951,10.5,0.663333333,2.76,-2.146666667
5/21/1951,0,2.136666667,7.416666667,-4.926666667
5/22/1951,0,6.906666667,11.87666667,0.283333333
5/23/1951,7.066666667,4.833333333,7.743333333,2.716666667
5/24/1951,15.06666667,1.68,4.666666667,-0.636666667
5/25/1951,0.833333333,2.14,5.263333333,-2.513333333
5/26/1951,4.3,2.706666667,6.256666667,-1.453333333
5/27/1951,0,3.426666667,6.423333333,-0.963333333
5/28/1951,0,3.686666667,6.796666667,-0.323333333
5/29/1951,0,6.48,13.12,-3.92
5/30/1951,0,12.66333333,18.41333333,4.5
5/31/1951,0,10.38,16.2,4.6
6/1/1951,6.766666667,8.33,13.49666667,4.016666667
6/2/1951,23.23333333,3.16,4.48,1.393333333
6/3/1951,8.233333333,3.136666667,4.056666667,1.55
6/4/1951,1.766666667,4.446666667,7.89,1.626666667
6/5/1951,2.866666667,3.823333333,8.223333333,-1.33
6/6/1951,3.466666667,6.3,10.71,1.683333333
6/7/1951,0,7.47,12.22,0.63
6/8/1951,0,10.21,17.03,4.116666667
6/9/1951,4.933333333,9.1,13.56,4.463333333
6/10/1951,17.23333333,6.493333333,12.50333333,2.04
6/11/1951,0,8.7,12.87,2.906666667
6/12/1951,3.1,7.896666667,10.32333333,3.773333333
6/13/1951,0,9.496666667,12.49666667,5.77
6/14/1951,0.3,10.5,14.68,5.14
6/15/1951,3.433333333,7.906666667,10.95666667,6.25
6/16/1951,19.63333333,6.883333333,9,3.65
6/17/1951,10.4,5.776666667,7.72,3.36
6/18/1951,6.033333333,5.74,8.816666667,3.513333333
6/19/1951,6.666666667,5.5,9.716666667,1.82
6/20/1951,0,8.336666667,12.5,3.726666667
6/21/1951,0,10.76333333,16.8,4.24
6/22/1951,0,11.36333333,16.88333333,5.923333333
6/23/1951,0,9.63,13.19333333,5.183333333
6/24/1951,0.333333333,8.943333333,13.77,3.166666667
6/25/1951,5.5,6.233333333,11.15,2.7
6/26/1951,8.9,3.16,8.52,0.933333333
6/27/1951,0,4.523333333,10.46,0.76
6/28/1951,0,6.093333333,10.48,2.616666667
6/29/1951,0,5.74,10.21,-0.09
6/30/1951,0,8.823333333,14.97333333,1.696666667
7/1/1951,0,9.823333333,14.64666667,2.76
7/2/1951,0,8.276666667,13.04666667,2.68
7/3/1951,6.3,7.186666667,12.39333333,2.63
7/4/1951,1.633333333,6.916666667,11.75666667,1.96
7/5/1951,5.5,9.653333333,15.97666667,2.62
7/6/1951,17.43333333,7.486666667,9.523333333,4.946666667
7/7/1951,2.333333333,7.556666667,11.8,3.953333333
7/8/1951,7.633333333,7.09,10.82,3.686666667
7/9/1951,14.66666667,6.463333333,10.28,4.303333333
7/10/1951,8.233333333,10.31,14.17,5.06
7/11/1951,0,10.91666667,14.93,5.776666667
7/12/1951,0,12.02333333,15.16333333,8.403333333
7/13/1951,0,12.09666667,15.96,8.02
7/14/1951,0.533333333,10.14333333,14.63666667,7
7/15/1951,2.233333333,9.503333333,13.82666667,7.193333333
7/16/1951,2.066666667,9.143333333,16.03666667,3.413333333
7/17/1951,0,10.25666667,16.09666667,5.723333333
7/18/1951,3.3,9.94,16.4,6.77
7/19/1951,0,11.98666667,17.26333333,8.003333333
7/20/1951,0,10.83666667,17.05666667,7.163333333
7/21/1951,0,10.97333333,16.92,6.64
7/22/1951,6.2,11.11,14.91,6.71
7/23/1951,15.8,8.933333333,10.95333333,5.293333333
7/24/1951,0,8.29,14.47,1.003333333
7/25/1951,0,11.16666667,17.25,4.676666667
7/26/1951,0,13.81666667,19.28333333,6.89
7/27/1951,0,16.85333333,20.67,10.88
7/28/1951,0,17.4,22.43666667,11.11666667
7/29/1951,0,16.51666667,20.45,10.39
7/30/1951,0.5,14.94666667,18.05333333,11.71
7/31/1951,10.06666667,10.51333333,14.64333333,8.026666667
8/1/1951,15.1,7.356666667,10.60666667,4.62
8/2/1951,0,8.03,12.96,2.88
8/3/1951,0,7.69,13.23333333,3.616666667
8/4/1951,14.13333333,6.676666667,11.18333333,4.206666667
8/5/1951,7.233333333,4.776666667,7.953333333,2.39
8/6/1951,0,6.003333333,10.77333333,1.076666667
8/7/1951,0,8.166666667,13.35333333,3.9
8/8/1951,0,10.90333333,16.35,4.76
8/9/1951,0,10.07,14.90333333,6.006666667
8/10/1951,0,11.68666667,16.53,6.323333333
8/11/1951,0,12.57666667,17.31333333,6.81
8/12/1951,0,14.03666667,20.16,7.12
8/13/1951,0,15.38333333,21.68666667,8.703333333
8/14/1951,0,13.47333333,18.38333333,7.446666667
8/15/1951,0,13.09333333,17.39333333,8.69
8/16/1951,0,13.12333333,18.95,7.46
8/17/1951,0.6,11.36,15.00333333,7.706666667
8/18/1951,0,10.93333333,16.56333333,6.316666667
8/19/1951,4.333333333,11.98,17.55,7.76
8/20/1951,0,15.37333333,21.89333333,9.796666667
8/21/1951,0,17.24666667,24.52,9.77
8/22/1951,0,15.06,21.02333333,8.386666667
8/23/1951,0,14.73666667,18.27666667,10.41666667
8/24/1951,5.2,11.02333333,16.47,7.096666667
8/25/1951,0,13.02666667,20.07,6.33
8/26/1951,0,14.57666667,19.61666667,9.143333333
8/27/1951,22.93333333,11.51333333,15.56666667,8.23
8/28/1951,0,9.38,15.66666667,5.756666667
8/29/1951,16.26666667,8.1,11.83666667,5.883333333
8/30/1951,32.13333333,7.23,8.93,5.063333333
8/31/1951,0,6.61,10.17333333,3.783333333
9/1/1951,0,7.446666667,12.30333333,3.046666667
9/2/1951,0,10.01666667,14.06,4.66
9/3/1951,0,9.563333333,14.56666667,4.456666667
9/4/1951,0,11.1,15.67666667,4.896666667
9/5/1951,0,9.783333333,15.43,5.683333333
9/6/1951,6.733333333,6.336666667,10.48666667,3.723333333
9/7/1951,5.5,5.346666667,10.28333333,0.86
9/8/1951,0,6.82,13.42333333,1.446666667
9/9/1951,0,10.62666667,18.01666667,4.49
9/10/1951,0,8.82,12.94333333,6.106666667
9/11/1951,11,3.13,9.083333333,1.03
9/12/1951,0,2.336666667,6.34,-0.796666667
9/13/1951,0,3.02,7.75,-1.16
9/14/1951,0,4.48,10.75,0.273333333
9/15/1951,0,5.01,8.29,1.183333333
9/16/1951,15.86666667,3.72,4.816666667,2.186666667
9/17/1951,3.6,5.043333333,7.34,1.413333333
9/18/1951,7.333333333,4.536666667,8.973333333,1.08
9/19/1951,0,5.786666667,12.12666667,1.02
9/20/1951,0,7.77,13.73,0.83
9/21/1951,0,6.403333333,10.66,2.286666667
9/22/1951,24.96666667,2.733333333,6.72,0.323333333
9/23/1951,12.26666667,3.713333333,4.933333333,1.413333333
9/24/1951,6.333333333,0.406666667,2.566666667,-1.926666667
9/25/1951,3.433333333,-1.076666667,1.876666667,-5.233333333
9/26/1951,0,-1.88,3.056666667,-5.693333333
9/27/1951,0,0.61,7.723333333,-6.566666667
9/28/1951,0,3.513333333,9.656666667,-1.383333333
9/29/1951,0,5.14,12.53666667,-0.803333333
9/30/1951,0,4.873333333,8.796666667,1.466666667
10/1/1951,0,2.94,8.21,-1.26
10/2/1951,14.16666667,1.156666667,4.303333333,-0.236666667
10/3/1951,4.933333333,0.54,0.656666667,-0.06
10/4/1951,10.13333333,-1.743333333,-0.123333333,-4.103333333
10/5/1951,7.633333333,-5.763333333,-3.866666667,-8.663333333
10/6/1951,1.733333333,-5.593333333,-2.876666667,-8.59
10/7/1951,1.166666667,-3.763333333,-0.916666667,-6.556666667
10/8/1951,4.866666667,-3.73,-0.76,-5.9
10/9/1951,0,-3.5,-0.043333333,-6.98
10/10/1951,9.666666667,-3.286666667,-0.133333333,-5.9
10/11/1951,9.666666667,-5.973333333,-5.216666667,-6.7
10/12/1951,9.233333333,-7.676666667,-7.28,-9.05
10/13/1951,5.9,-7.566666667,-2.883333333,-9.99
10/14/1951,0,-4.78,2.52,-7.173333333
10/15/1951,0,-0.643333333,5.846666667,-3.07
10/16/1951,1.266666667,2.463333333,5.98,-0.283333333
10/17/1951,3.866666667,-0.446666667,1.766666667,-2.743333333
10/18/1951,13.43333333,-2.38,-0.47,-4.346666667
10/19/1951,5.733333333,-4.36,-2.266666667,-5.403333333
10/20/1951,0.133333333,-5.953333333,-1.873333333,-8.923333333
10/21/1951,0,-7.06,-0.383333333,-10.73
10/22/1951,0,-5.426666667,-0.266666667,-9.983333333
10/23/1951,0,-4.55,-0.053333333,-7.576666667
10/24/1951,0,-5.336666667,-3.193333333,-7.39
10/25/1951,0.5,-5.68,-3.906666667,-8.15
10/26/1951,0,-5.726666667,-0.096666667,-11.82666667
10/27/1951,0,-3.74,0.296666667,-9.23
10/28/1951,24.33333333,-4.42,-2.293333333,-7.443333333
10/29/1951,0,-5.816666667,-3.346666667,-10.79
10/30/1951,2.033333333,-8.113333333,-4.71,-11.55666667
10/31/1951,0.233333333,-10.15666667,-6.58,-13.55
11/1/1951,0,-9.303333333,-3.723333333,-13.03
11/2/1951,0,-8.993333333,-3.516666667,-12.88666667
11/3/1951,0,-6.26,1.773333333,-11.79333333
11/4/1951,0,-4.25,1.463333333,-9.593333333
11/5/1951,0.2,-1.683333333,0.35,-4.396666667
11/6/1951,0,-1.55,0.71,-3.616666667
11/7/1951,3.133333333,-3.26,-1.483333333,-5.6
11/8/1951,7.933333333,-5.633333333,-4.146666667,-7.896666667
11/9/1951,2.7,-7.626666667,-3.343333333,-10.06
11/10/1951,0,-5.236666667,3.266666667,-9.096666667
11/11/1951,1.8,-3.893333333,-0.566666667,-5.783333333
11/12/1951,2.3,-4.126666667,-1.016666667,-4.533333333
11/13/1951,10.66666667,-1.7,-0.163333333,-4.03
11/14/1951,4.6,3.903333333,7.016666667,-2.49
11/15/1951,0,1.673333333,3.893333333,-2.676666667
11/16/1951,0,1.633333333,5.14,-1.466666667
11/17/1951,0,3.016666667,4.876666667,1.233333333
11/18/1951,1.6,0.236666667,4.48,-1.456666667
11/19/1951,0,-0.71,2.683333333,-2.543333333
11/20/1951,0,-2.446666667,4.01,-5.51
11/21/1951,0,-5.546666667,2.79,-8.973333333
11/22/1951,0,-7.276666667,1.006666667,-10.3
11/23/1951,0,-5.12,3.21,-9.27
11/24/1951,0,-3.35,1.226666667,-6.226666667
11/25/1951,0,0.093333333,2.596666667,-3.846666667
11/26/1951,4.033333333,-1.043333333,-0.166666667,-2.763333333
11/27/1951,0.733333333,-4.243333333,-1.513333333,-7.326666667
11/28/1951,13.93333333,-9.81,-6.706666667,-12.62
11/29/1951,0,-7.49,-4.366666667,-14.44333333
11/30/1951,3.233333333,-1.996666667,0.266666667,-6.44
12/1/1951,15.96666667,-7.116666667,-5.39,-8.55
12/2/1951,0,-8.746666667,-3.193333333,-12.9
12/3/1951,0,-6.58,0.656666667,-12.82
12/4/1951,0,-6.953333333,-2.803333333,-11.97
12/5/1951,7.5,-8.19,-6.816666667,-10.09666667
12/6/1951,9.366666667,-12.14333333,-9.406666667,-14.36333333
12/7/1951,0,-7.376666667,0.666666667,-14.66333333
12/8/1951,0,-0.856666667,6.453333333,-4.506666667
12/9/1951,0,-4.813333333,2.723333333,-6.53
12/10/1951,0,-4.793333333,-0.23,-6.943333333
12/11/1951,0,-4.4,-2.936666667,-7.823333333
12/12/1951,0.3,-2.963333333,-2.553333333,-5.686666667
12/13/1951,21.26666667,-4.013333333,-4.693333333,-6.136666667
12/14/1951,14.03333333,-8.763333333,-8.626666667,-12.8
12/15/1951,3.2,-13.11666667,-10.95333333,-16.59666667
12/16/1951,1.8,-14.59,-12.48333333,-17.89666667
12/17/1951,0.066666667,-13.99,-10.02,-18.50666667
12/18/1951,0,-10.27,-8.333333333,-15.98
12/19/1951,0,-8.13,-8.053333333,-12.49333333
12/20/1951,4.233333333,-10.32,-7.943333333,-13.48666667
12/21/1951,5.266666667,-12.21666667,-9.34,-16.57
12/22/1951,0,-12.66,-8.753333333,-15.85666667
12/23/1951,0,-14.05666667,-6.973333333,-17.12
12/24/1951,0.266666667,-14.70333333,-11.56666667,-15.41
12/25/1951,0,-13.97666667,-9.226666667,-15.99666667
12/26/1951,0,-13.65333333,-4.363333333,-15.07666667
12/27/1951,0,-9.49,-1.803333333,-10.61666667
12/28/1951,0,-12.44,-4.123333333,-13.16666667
12/29/1951,0,-12.70666667,-2.93,-15.51666667
12/30/1951,0,-15.43,-6.05,-16.02333333
12/31/1951,0,-13.41666667,-2.12,-15.65
1/1/1952,0,-10.23,-3.346666667,-11.30666667
1/2/1952,0,-10.27,-5.803333333,-11.66666667
1/3/1952,0,-11.51,-4.423333333,-13.86333333
1/4/1952,0,-13.68333333,-3.276666667,-15.35666667
1/5/1952,0,-13.15,-5.08,-15.56666667
1/6/1952,0,-6.63,-0.343333333,-11.03666667
1/7/1952,4.5,-9.29,-7.26,-10.53
1/8/1952,3.8,-10.18,-8.206666667,-12.01666667
1/9/1952,10.56666667,-12.61666667,-11.62,-16.11
1/10/1952,0.5,-13.03,-8,-14.71666667
1/11/1952,0,-13.77666667,-9.106666667,-16.46333333
1/12/1952,0,-15.73666667,-7.86,-19.53333333
1/13/1952,2.433333333,-6.633333333,-4.006666667,-14.38333333
1/14/1952,7.333333333,-5.28,-2.553333333,-7.633333333
1/15/1952,7.933333333,-8.843333333,-8.526666667,-9.473333333
1/16/1952,6.733333333,-10.31,-7.946666667,-13.5
1/17/1952,0,-12.42666667,-6.7,-17.43
1/18/1952,0,-6.493333333,-1.083333333,-12.12333333
1/19/1952,0,-3.523333333,2.936666667,-7.966666667
1/20/1952,0,-4.6,2.973333333,-10.43666667
1/21/1952,0,-4.833333333,-0.363333333,-10.34666667
1/22/1952,10.53333333,-7.643333333,-5.103333333,-10.88333333
1/23/1952,10.93333333,-15.85333333,-13.84,-17.16666667
1/24/1952,0.333333333,-18.21333333,-16.55,-20.03333333
1/25/1952,0,-15.39333333,-11.13333333,-20.25666667
1/26/1952,0,-11.47666667,-9.333333333,-14.16
1/27/1952,0.1,-9.19,-6.55,-13.38666667
1/28/1952,9.766666667,-8.783333333,-4.833333333,-11.80666667
1/29/1952,0,-8.95,-4.246666667,-12.07
1/30/1952,0,-9.15,-1.66,-12.77
1/31/1952,0,-10.78333333,-5.913333333,-13.94666667
2/1/1952,0,-8.696666667,-1.323333333,-12.16666667
2/2/1952,0,-5.47,-0.376666667,-10.86
2/3/1952,1.166666667,-1.51,1.23,-5.82
2/4/1952,3.366666667,-4.116666667,-0.906666667,-7.126666667
2/5/1952,3.466666667,-5.693333333,-4.023333333,-8.403333333
2/6/1952,4.333333333,-8.473333333,-6.803333333,-9.9
2/7/1952,1.5,-8.923333333,-7.383333333,-11.59333333
2/8/1952,0,-4.666666667,0.883333333,-10.45666667
2/9/1952,16.5,-1.996666667,1.193333333,-6.313333333
2/10/1952,0,-8.05,-4.473333333,-12.38
2/11/1952,0,-6.2,-6.076666667,-8.773333333
2/12/1952,7.666666667,-12.01666667,-8.28,-13.76
2/13/1952,0,-14.93,-6.086666667,-17.81333333
2/14/1952,0,-14.13333333,-3.4,-17.59
2/15/1952,0,-11.67,-2.09,-14.88666667
2/16/1952,0,-12.11,-3.036666667,-15.34666667
2/17/1952,0,-9.81,0.716666667,-14.04333333
2/18/1952,0,-9.986666667,-4.146666667,-12.54666667
2/19/1952,1.4,-8.406666667,-4.86,-11.83
2/20/1952,6.833333333,-9.426666667,-6.116666667,-11.26333333
2/21/1952,0,-9.896666667,-4.73,-14.00333333
2/22/1952,1.766666667,-9.906666667,-7.786666667,-13.28
2/23/1952,4.466666667,-12.83666667,-11.23666667,-15.86333333
2/24/1952,7.166666667,-11.17,-10.91333333,-14.31666667
2/25/1952,16.13333333,-12.70333333,-12.97,-14.3
2/26/1952,1.1,-13.05666667,-10.13666667,-18.14333333
2/27/1952,0,-13.74,-9.073333333,-17.25666667
2/28/1952,0,-10.33333333,-4.393333333,-14.45333333
2/29/1952,0,-7.276666667,-3.153333333,-11.33333333
3/1/1952,6.1,-10.81666667,-6.466666667,-12.02666667
3/2/1952,0,-15.28,-7.723333333,-19.96333333
3/3/1952,0,-13.37333333,-7.153333333,-17.22666667
3/4/1952,4.2,-15.34333333,-11.94666667,-17.31
3/5/1952,0,-16.98333333,-9.903333333,-18.55
3/6/1952,2.033333333,-14.1,-6.713333333,-16.11333333
3/7/1952,13.53333333,-14,-8.66,-14.99
3/8/1952,1.7,-11.1,-7.363333333,-14.71333333
3/9/1952,0.8,-9.873333333,-5.856666667,-12.90666667
3/10/1952,2.266666667,-10.52666667,-7.543333333,-15.27
3/11/1952,0.433333333,-12.58666667,-6.07,-16.72333333
3/12/1952,2.566666667,-12.78333333,-7.85,-17.27666667
3/13/1952,0,-10.92,-5.176666667,-17.00333333
3/14/1952,0,-7.236666667,-1.416666667,-13.14333333
3/15/1952,2.2,-1.716666667,1.3,-6.256666667
3/16/1952,4.4,-2.02,-0.22,-5.36
3/17/1952,7.633333333,-5.653333333,-3.963333333,-9.246666667
3/18/1952,2.5,-13.62666667,-10.31666667,-17.07666667
3/19/1952,0,-12.89333333,-9.19,-15.19666667
3/20/1952,0,-12.17,-10.23666667,-14.27333333
3/21/1952,17.23333333,-6.63,-6.516666667,-11.99
3/22/1952,10.5,-10.19333333,-9.47,-13.35333333
3/23/1952,0,-9.693333333,-6.003333333,-14.07
3/24/1952,2,-7.783333333,-4.64,-10.74
3/25/1952,1.733333333,-10.93666667,-7.376666667,-13.56666667
3/26/1952,0,-6.533333333,-2.53,-11.79
3/27/1952,0,-3.486666667,1.103333333,-7.853333333
3/28/1952,0,0.23,4.94,-3.34
3/29/1952,0,-1.593333333,1.963333333,-2.983333333
3/30/1952,0,3.543333333,9.686666667,-0.86
3/31/1952,0,6.813333333,10.47,4.016666667
4/1/1952,6.366666667,-0.393333333,9.133333333,-4.336666667
4/2/1952,0,3.816666667,11.30333333,-5.54
4/3/1952,0,9.77,13.08666667,4.35
4/4/1952,0,5.233333333,10.52,0.29
4/5/1952,0,1.046666667,-0.856666667,-1.853333333
4/6/1952,0,3.84,7.406666667,-3.203333333
4/7/1952,0.766666667,0.963333333,2.25,-3.443333333
4/8/1952,0.9,-0.803333333,3.356666667,-4.653333333
4/9/1952,9.833333333,-0.36,2.046666667,-3.043333333
4/10/1952,9.966666667,-1.86,-1.1,-5.173333333
4/11/1952,2.866666667,-8.54,-5.746666667,-10.31
4/12/1952,4.5,-11.27,-9.8,-12.44666667
4/13/1952,0.566666667,-11.07333333,-4.176666667,-14.69333333
4/14/1952,0,-7.77,-1.36,-11.41666667
4/15/1952,2.066666667,-6.48,-1.97,-8.403333333
4/16/1952,0.333333333,-5.87,-0.36,-10.34
4/17/1952,0,-2.046666667,3.916666667,-9.716666667
4/18/1952,0,-0.263333333,4.54,-5.44
4/19/1952,0,-2.62,-0.98,-3.986666667
4/20/1952,0.3,-1.413333333,3.173333333,-5.116666667
4/21/1952,0,-0.88,2.536666667,-4.856666667
4/22/1952,0,0.11,4.013333333,-3.276666667
4/23/1952,1.4,-0.253333333,4.886666667,-3.013333333
4/24/1952,0,-1.81,1.026666667,-3.793333333
4/25/1952,0,-0.11,2.833333333,-3.113333333
4/26/1952,0,1.543333333,7.916666667,-4.376666667
4/27/1952,0,3.29,8.513333333,-3.28
4/28/1952,0,3.04,7.87,-3.51
4/29/1952,0,3.71,7.873333333,-0.21
4/30/1952,0,2.876666667,8.056666667,-1.136666667
5/1/1952,8.233333333,1.196666667,2.6,-0.783333333
5/2/1952,4.666666667,-0.073333333,2.973333333,-1.343333333
5/3/1952,0.7,0.51,4.936666667,-1.6
5/4/1952,2.133333333,1.31,4.623333333,-1.363333333
5/5/1952,4,1.683333333,6.443333333,-1.676666667
5/6/1952,0,2.4,7.03,-0.61
5/7/1952,0,4.606666667,10.45666667,-1.043333333
5/8/1952,2.966666667,2.49,6.636666667,-0.816666667
5/9/1952,26.9,-2.693333333,1.746666667,-6.196666667
5/10/1952,0.033333333,-6.766666667,-2.643333333,-9.59
5/11/1952,0,-3.616666667,3.496666667,-11.78333333
5/12/1952,0,4.296666667,11.72,-4.526666667
5/13/1952,0,7.223333333,13.23333333,-0.056666667
5/14/1952,0,6.943333333,11.39,0.406666667
5/15/1952,0,7.563333333,11.76333333,0.67
5/16/1952,1.333333333,7.276666667,9.716666667,3.263333333
5/17/1952,1.833333333,6.213333333,10.48333333,2.34
5/18/1952,18,4.06,5.54,2.316666667
5/19/1952,8.4,2.766666667,4.77,-0.816666667
5/20/1952,12.7,1.686666667,4.763333333,-3.386666667
5/21/1952,0,3.543333333,9.626666667,-2.566666667
5/22/1952,0,4.573333333,11.25,-0.056666667
5/23/1952,0,3.513333333,9.656666667,-0.606666667
5/24/1952,0,5.266666667,10.42666667,-1.306666667
5/25/1952,0,7.826666667,13.25666667,3.063333333
5/26/1952,25.03333333,6.47,5.943333333,5.353333333
5/27/1952,6.433333333,3.196666667,4.436666667,0.123333333
5/28/1952,4.266666667,3.263333333,4.843333333,0.54
5/29/1952,5.233333333,0.933333333,4.06,-0.77
5/30/1952,7.466666667,0.733333333,1.18,-0.97
5/31/1952,4,1.126666667,4.79,-2.326666667
6/1/1952,0.833333333,1.93,5.783333333,-2.683333333
6/2/1952,0.733333333,2.06,5.453333333,-2.143333333
6/3/1952,0,6.01,12.60666667,-4.006666667
6/4/1952,0,10.05333333,16.28,2.396666667
6/5/1952,8.833333333,7.58,8.023333333,4.19
6/6/1952,2.866666667,4.713333333,5.753333333,1.92
6/7/1952,10.73333333,4.2,5.873333333,0.983333333
6/8/1952,0,4.18,8.66,1.386666667
6/9/1952,3.933333333,3.473333333,6.756666667,-0.56
6/10/1952,0,6.483333333,11.86,-0.633333333
6/11/1952,0,6.14,10.76666667,1.29
6/12/1952,12.16666667,3.933333333,7.46,2.343333333
6/13/1952,3.066666667,4.183333333,9.266666667,0.433333333
6/14/1952,2.1,4,6.606666667,0.04
6/15/1952,1.066666667,2.073333333,4.533333333,-3.196666667
6/16/1952,0,3.896666667,8.286666667,-1.856666667
6/17/1952,5.866666667,4.77,8.22,1.673333333
6/18/1952,0,5.09,9.506666667,-0.263333333
6/19/1952,2.6,5.7,9.89,2.55
6/20/1952,4.6,5.583333333,8.47,2.856666667
6/21/1952,1.266666667,7.376666667,11.28666667,2.996666667
6/22/1952,0,7.93,12.42666667,2.38
6/23/1952,10.86666667,4.986666667,9.09,3.463333333
6/24/1952,13.9,5.166666667,5.546666667,3.31
6/25/1952,5.8,6.063333333,8.113333333,3.16
6/26/1952,0,7.09,12.64333333,0.77
6/27/1952,7.633333333,8.543333333,8.726666667,7.136666667
6/28/1952,19.56666667,5.89,9.65,2.35
6/29/1952,0,8.906666667,13.39333333,3.313333333
6/30/1952,0.6,9.036666667,11.93,5.333333333
7/1/1952,4.533333333,9.306666667,13.16,3.216666667
7/2/1952,0,9.563333333,14.61666667,3.83
7/3/1952,0,7.05,11.14666667,4.14
7/4/1952,0,8.11,12.34,2.45
7/5/1952,0,9.196666667,14.12333333,3.946666667
7/6/1952,0,10.39,14.32666667,5.853333333
7/7/1952,0.5,10.26333333,13.15666667,6.673333333
7/8/1952,15.83333333,10.37,11.57666667,7.16
7/9/1952,9,9.116666667,12.67,5.033333333
7/10/1952,0,9.733333333,13.64333333,4.093333333
7/11/1952,0,8.616666667,13.57333333,4.046666667
7/12/1952,4.233333333,5.833333333,11.98333333,2.83
7/13/1952,0,4.973333333,10.05666667,1.14
7/14/1952,0,7.73,13.59333333,1.506666667
7/15/1952,0,8.733333333,13.12333333,3.45
7/16/1952,0,10.65333333,14.64,5.14
7/17/1952,0,10.89333333,14.93,5.133333333
7/18/1952,0,10.95666667,16.30333333,5.206666667
7/19/1952,0,11.16666667,16.19333333,5.483333333
7/20/1952,0,12.34333333,16.55,6.88
7/21/1952,0,11.69666667,17.6,6.766666667
7/22/1952,0,12.64,16.94,8.753333333
7/23/1952,0,13.98666667,21.03666667,9.39
7/24/1952,3.866666667,15.44666667,20.04,9.913333333
7/25/1952,2.833333333,13.23666667,16.25,10.67333333
7/26/1952,6.1,12.76,15.88,9.92
7/27/1952,0.566666667,13.80333333,15.96333333,11.68666667
7/28/1952,2,11.42666667,14.5,11.45
7/29/1952,0.633333333,11.02,13.49333333,10.11
7/30/1952,0,13.55,16.17333333,10.26666667
7/31/1952,0,13.39666667,17.94666667,11.23
8/1/1952,0,14.88666667,18.46666667,11.55666667
8/2/1952,0,13.92,17.77333333,9.81
8/3/1952,0,16.15666667,20.19666667,10.81333333
8/4/1952,0,16.61,20.38,11.84333333
8/5/1952,0,15.33,18.24333333,13.38666667
8/6/1952,2.666666667,13,15.00666667,9.886666667
8/7/1952,0,11.15666667,16.11,7.706666667
8/8/1952,13.9,11.74333333,14.28666667,9.59
8/9/1952,0,11.11666667,15.36333333,7.09
8/10/1952,0,12.50333333,16.72333333,8.026666667
8/11/1952,0,13.16333333,18.11333333,9.203333333
8/12/1952,8.7,11.27333333,16.11333333,9.073333333
8/13/1952,1.833333333,8.336666667,13,6.153333333
8/14/1952,0.733333333,7.186666667,12.69333333,3.286666667
8/15/1952,0,9.93,17.60666667,3.193333333
8/16/1952,0,15.19333333,20.97666667,8.656666667
8/17/1952,0,15.23,19.7,8.016666667
8/18/1952,2.166666667,12.9,19.26666667,8.786666667
8/19/1952,0,13.01333333,19.00666667,6.186666667
8/20/1952,0,9.743333333,15.56333333,6.663333333
8/21/1952,0,11.41333333,17.36333333,5.57
8/22/1952,0,12.89333333,17.38,7.676666667
8/23/1952,0,13.55,19.69,7.576666667
8/24/1952,15.73333333,8.616666667,14.67,6.033333333
8/25/1952,0,5.196666667,13.01333333,0.143333333
8/26/1952,0,8.533333333,17.77666667,0.253333333
8/27/1952,0,11.40666667,18.31,3.686666667
8/28/1952,0,9.53,16.19666667,7.14
8/29/1952,0,9.613333333,15.59,4.783333333
8/30/1952,0,10.02,16.96,4.44
8/31/1952,0,10.61666667,16.50666667,3.813333333
9/1/1952,0,7.84,14.93333333,2.846666667
9/2/1952,0,6.696666667,11.78333333,2.446666667
9/3/1952,0,7.933333333,12.56666667,4.593333333
9/4/1952,0,8.19,13.82666667,2.073333333
9/5/1952,0,9.523333333,17.75666667,3.38
9/6/1952,0,11.71333333,17.50333333,5.716666667
9/7/1952,0,11.69,17.45333333,6.25
9/8/1952,0,12.21333333,17.77,6.416666667
9/9/1952,0,12.03666667,18.23,5.756666667
9/10/1952,0,12.22,18.18333333,5.76
9/11/1952,0,10.93333333,16.47,6.1
9/12/1952,0,11.15666667,16.83333333,4.94
9/13/1952,0,10.55666667,18.14,5.026666667
